symbol,timestamp,open,high,low,close,volume,trade_count,vwap,SMA_50,SMA_200,RSI,ATR
TSLA,2023-02-21 05:00:00+00:00,204.99,209.71,197.22,197.37,182883285.0,1812471.0,202.335201,,,64.50858061262271,11.701271665279181
TSLA,2023-02-22 05:00:00+00:00,197.93,201.99,191.78,200.86,193669770.0,1620644.0,197.425988,,,65.81754545815532,11.594752260616383
TSLA,2023-02-23 05:00:00+00:00,203.91,205.14,196.33,202.07,148545400.0,1294330.0,200.588202,,,66.28186059644514,11.39584138485807
TSLA,2023-02-24 05:00:00+00:00,196.325,197.6695,192.8,196.88,144170167.0,1348781.0,195.549858,,,62.36857036749243,11.24399557165392
TSLA,2023-02-27 05:00:00+00:00,202.03,209.42,201.26,207.63,163868878.0,1526658.0,206.423939,,,66.74776277811841,11.336567316535785
TSLA,2023-02-28 05:00:00+00:00,210.59,211.23,203.75,205.71,155831905.0,1422658.0,206.954858,,,65.28644792709568,11.061098222497515
TSLA,2023-03-01 05:00:00+00:00,206.21,207.2,198.52,202.77,158351027.0,1412450.0,201.687151,,,63.011569630502,10.891019778033407
TSLA,2023-03-02 05:00:00+00:00,186.74,193.7499,186.01,190.9,185079120.0,1843864.0,190.102849,,,54.72111848237202,11.310232651031022
TSLA,2023-03-03 05:00:00+00:00,194.795,200.48,192.88,197.79,156659208.0,1381533.0,197.574996,,,58.16208968017803,11.186644604528805
TSLA,2023-03-06 05:00:00+00:00,198.54,198.6,192.3,193.81,129800108.0,1172410.0,195.141534,,,55.53658352871099,10.837598561348175
TSLA,2023-03-07 05:00:00+00:00,191.38,194.2,186.1,187.71,149980263.0,1386302.0,190.103075,,,51.68558031070425,10.642055806966162
TSLA,2023-03-08 05:00:00+00:00,185.04,186.5,180.0,182.0,153743549.0,1422864.0,181.733764,,,48.30873371112802,10.432623249325724
TSLA,2023-03-09 05:00:00+00:00,180.25,185.18,172.5124,172.92,172622103.0,1708133.0,178.909958,,,43.44755385667491,10.592264445802458
TSLA,2023-03-10 05:00:00+00:00,175.13,178.29,168.44,173.44,193243948.0,1617003.0,174.271864,,,43.79635882842811,10.539245556816567
TSLA,2023-03-13 04:00:00+00:00,167.455,177.35,163.91,174.48,170522636.0,1583456.0,171.749657,,,44.53320866942422,10.74644230275824
TSLA,2023-03-14 04:00:00+00:00,177.31,183.8,177.1401,183.26,147435545.0,1184343.0,181.324589,,,50.4404869760355,10.64455356684694
TSLA,2023-03-15 04:00:00+00:00,180.8,182.34,176.03,180.45,148087719.0,1283034.0,179.345971,170.3836,,48.65451744425372,10.40065688350073
TSLA,2023-03-16 04:00:00+00:00,180.365,185.81,178.84,184.13,123504917.0,1120982.0,182.931494,171.9042,,51.09659823276022,10.155609963250678
TSLA,2023-03-17 04:00:00+00:00,184.515,186.2199,177.33,180.13,140673982.0,1168897.0,180.491959,173.234,,48.401859351511675,10.065202108732771
TSLA,2023-03-20 04:00:00+00:00,178.08,186.44,176.35,183.25,131142892.0,1179256.0,182.953363,174.69219999999999,,50.590692966760614,10.06697338668043
TSLA,2023-03-21 04:00:00+00:00,188.28,198.0,188.04,197.58,156692653.0,1456134.0,193.875518,176.38260000000002,,59.159918573155124,10.401475287631829
TSLA,2023-03-22 04:00:00+00:00,199.3,200.66,190.95,191.15,151877870.0,1424880.0,196.716067,177.81020000000004,,54.58526994451286,10.352084195658128
TSLA,2023-03-23 04:00:00+00:00,195.26,199.31,188.65,192.22,146042412.0,1324624.0,194.650369,179.27760000000004,,55.20600667407165,10.374078181682547
TSLA,2023-03-24 04:00:00+00:00,191.65,192.36,187.15,190.41,117982059.0,1091102.0,189.528355,180.62140000000002,,53.864801407247874,10.00521545441951
TSLA,2023-03-27 04:00:00+00:00,194.415,197.39,189.94,191.81,122264765.0,1116468.0,193.698,181.9864,,54.779913820496795,9.822700064818116
TSLA,2023-03-28 04:00:00+00:00,192.0,192.35,185.43,189.19,99812095.0,981385.0,188.194541,183.3222,,52.674206564763566,9.615364345902536
TSLA,2023-03-29 04:00:00+00:00,193.13,195.29,189.44,193.88,125790497.0,1020358.0,192.385045,184.57000000000002,,55.93922064465852,9.364266892623784
TSLA,2023-03-30 04:00:00+00:00,195.58,197.33,194.42,195.28,111449080.0,1019988.0,195.890158,185.9,,56.895208940536946,8.941819257436372
TSLA,2023-03-31 04:00:00+00:00,197.53,207.79,197.2,207.46,169897726.0,1508649.0,203.72779,187.5058,,64.17739123559679,9.19668931047663
TSLA,2023-04-03 04:00:00+00:00,199.91,202.6897,192.2,194.77,171995041.0,1819573.0,195.748759,188.7328,,53.95076019118858,9.629782931156873
TSLA,2023-04-04 04:00:00+00:00,197.32,198.7446,190.32,192.58,126771599.0,1456296.0,192.93866,189.7094,,52.398944137464994,9.543698436074239
TSLA,2023-04-05 04:00:00+00:00,190.515,190.68,183.76,185.52,135908595.0,1507800.0,186.20756,190.542,,47.64150327774607,9.492005690640365
TSLA,2023-04-06 04:00:00+00:00,183.08,186.39,179.74,185.06,125310410.0,1178040.0,184.097119,191.35459999999998,,47.33991383176374,9.289005284166052
TSLA,2023-04-10 04:00:00+00:00,179.94,185.1,176.11,184.51,143434081.0,1320897.0,181.100315,191.8394,,46.95715781501139,9.267647763868476
TSLA,2023-04-11 04:00:00+00:00,186.69,189.19,185.6475,186.79,116043520.0,1073592.0,187.410747,192.01720000000003,,48.80505779670393,8.939958637877872
TSLA,2023-04-12 04:00:00+00:00,190.74,191.5846,180.31,180.54,151966576.0,1344530.0,184.330173,192.29480000000004,,44.253793719058265,9.10671873517231
TSLA,2023-04-13 04:00:00+00:00,182.955,186.5,180.94,185.9,115038387.0,979663.0,184.902062,192.54840000000002,,48.67429558377853,8.881953111231432
TSLA,2023-04-14 04:00:00+00:00,183.95,186.28,182.01,185.0,97375904.0,872088.0,184.005381,192.62019999999998,,47.986221472586976,8.552527889000617
TSLA,2023-04-17 04:00:00+00:00,186.32,189.69,182.69,187.04,116928292.0,1084266.0,185.619485,192.59560000000002,,49.721194916939965,8.441633039786288
TSLA,2023-04-18 04:00:00+00:00,187.15,187.69,183.5775,184.31,93361003.0,851225.0,185.078992,192.48220000000003,,47.44063200746798,8.132409251230126
TSLA,2023-04-19 04:00:00+00:00,179.1,183.5,177.65,180.59,127232811.0,1398580.0,181.256108,192.1988,,44.44887543686401,8.027237161856545
TSLA,2023-04-20 04:00:00+00:00,166.165,169.7,160.56,162.99,212312382.0,2473947.0,164.843531,191.5224,,33.6398931262608,8.884577364581078
TSLA,2023-04-21 04:00:00+00:00,164.8,166.0,161.3208,165.08,124041326.0,1204818.0,164.13563,190.7982,,35.6413634940073,8.584193267111003
TSLA,2023-04-24 04:00:00+00:00,164.65,165.65,158.61,162.55,140388805.0,1306874.0,161.430402,189.90279999999998,,34.29300149369012,8.473893748031644
TSLA,2023-04-25 04:00:00+00:00,159.82,163.47,158.75,160.67,123970767.0,1054896.0,161.754815,189.1784,,33.28531175741181,8.205758480315097
TSLA,2023-04-26 04:00:00+00:00,160.29,160.67,153.14,153.75,153807269.0,1440738.0,155.789924,188.36059999999998,,29.81270469918059,8.157490017435448
TSLA,2023-04-27 04:00:00+00:00,152.64,160.48,152.37,160.19,127559033.0,1211252.0,157.264116,187.37939999999998,,36.45680968928756,8.154097873332915
TSLA,2023-04-28 04:00:00+00:00,160.9,165.0,157.32,164.31,122681581.0,996514.0,162.477697,186.3808,,40.347298141801254,8.120233739523423
TSLA,2023-05-01 04:00:00+00:00,163.17,163.28,158.83,161.83,109015048.0,942092.0,161.325036,185.57659999999998,,38.80706978534988,7.931645615271749
TSLA,2023-05-02 04:00:00+00:00,161.88,165.49,158.93,160.31,129991463.0,1017088.0,161.808656,184.61659999999998,,37.853284074595194,7.833670928466624
TSLA,2023-05-03 04:00:00+00:00,160.01,165.0,159.91,160.61,119996538.0,1050064.0,163.324681,183.88139999999999,,38.176250702859825,7.637694433576151
TSLA,2023-05-04 04:00:00+00:00,162.71,162.95,159.65,161.2,96455284.0,856344.0,161.366003,183.0882,,38.84931450709693,7.32785911689214
TSLA,2023-05-05 04:00:00+00:00,163.97,170.7899,163.51,170.06,107762572.0,996509.0,168.155626,182.448,,48.003888810333954,7.489433465685559
TSLA,2023-05-08 04:00:00+00:00,173.72,173.8,169.19,171.79,113778778.0,1090573.0,171.336068,181.94619999999998,,49.590768371389125,7.28375964670802
TSLA,2023-05-09 04:00:00+00:00,168.95,169.82,166.56,169.15,90255109.0,923866.0,168.137434,181.1766,,47.22232515434806,7.137062529086019
TSLA,2023-05-10 04:00:00+00:00,172.55,174.43,166.68,168.54,121790436.0,1252316.0,170.222023,180.43320000000003,,46.66771316836412,7.180843777008446
TSLA,2023-05-11 04:00:00+00:00,168.7,173.57,166.79,172.08,105419706.0,1111442.0,169.448063,179.81940000000003,,50.314650834771314,7.1522120786507
TSLA,2023-05-12 04:00:00+00:00,176.07,177.38,167.23,167.98,159387762.0,1513458.0,171.140385,179.36100000000002,,46.360514331829755,7.366339787318507
TSLA,2023-05-15 04:00:00+00:00,167.655,169.76,164.5499,166.35,106963159.0,1001743.0,166.887498,178.7322,,44.85140172858468,7.212322659652899
TSLA,2023-05-16 04:00:00+00:00,165.65,169.5184,164.35,166.52,99504201.0,919432.0,167.365543,178.1864,,45.05229664442592,7.066328183963408
TSLA,2023-05-17 04:00:00+00:00,168.41,174.5,167.185,173.86,125821659.0,1177816.0,172.375279,177.90940000000003,,53.01131616763719,7.13159045653745
TSLA,2023-05-18 04:00:00+00:00,174.22,177.06,172.45,176.89,109851927.0,1017065.0,174.748676,177.80720000000002,,55.85402506851884,6.951476852499062
TSLA,2023-05-19 04:00:00+00:00,177.17,181.95,176.31,180.14,138446981.0,1214566.0,179.576768,177.9516,,58.7375240908321,6.857799934463414
TSLA,2023-05-22 04:00:00+00:00,180.7,189.32,180.11,188.87,134070807.0,1292956.0,185.742686,178.2602,,65.29499501209501,7.025814224858883
TSLA,2023-05-23 04:00:00+00:00,186.2,192.96,185.26,185.77,158734682.0,1376483.0,188.773459,178.486,,61.554143126692665,7.073970351654678
TSLA,2023-05-24 04:00:00+00:00,182.23,184.22,178.22,182.9,139352622.0,1266051.0,181.41439,178.47879999999998,,58.228098192897406,7.10797246939363
TSLA,2023-05-25 04:00:00+00:00,186.54,186.78,180.58,184.47,97294549.0,954332.0,184.111097,178.55919999999998,,59.516787512351364,7.04311729300837
TSLA,2023-05-26 04:00:00+00:00,184.62,198.6,184.53,193.17,162009883.0,1500699.0,193.189546,178.74000000000004,,65.81116232673128,7.54932320065063
TSLA,2023-05-30 04:00:00+00:00,200.1,204.48,197.53,201.16,130007767.0,1392078.0,200.482541,179.16060000000002,,70.36788404727851,7.8179429720327285
TSLA,2023-05-31 04:00:00+00:00,199.78,203.95,195.12,203.93,151250878.0,1291745.0,199.331162,179.5742,,71.77250204392998,7.890232759744675
TSLA,2023-06-01 04:00:00+00:00,202.59,209.8,199.37,207.52,150665749.0,1452084.0,205.111253,179.773,,73.52414248014297,8.0716447054772
TSLA,2023-06-02 04:00:00+00:00,210.15,217.25,209.752,213.97,183261050.0,1778220.0,214.538333,180.2294,,76.36224893657314,8.19009865508597
TSLA,2023-06-05 04:00:00+00:00,217.8,221.29,214.52,217.61,151190261.0,1507708.0,218.226337,180.7372,,77.80802475957849,8.127948751151258
TSLA,2023-06-06 04:00:00+00:00,216.14,221.91,212.53,221.31,147003677.0,1376249.0,217.929475,181.3552,,79.20063595866127,8.217380983211882
TSLA,2023-06-07 04:00:00+00:00,228.0,230.8296,223.2,224.57,185727837.0,1779833.0,226.588007,182.0104,,80.36950469093743,8.310396627268176
TSLA,2023-06-08 04:00:00+00:00,224.22,235.23,223.01,234.86,164944844.0,1608847.0,231.036605,182.9238,,83.51803044860243,8.589654011034735
TSLA,2023-06-09 04:00:00+00:00,249.07,252.42,242.02,244.4,200219026.0,2090864.0,247.092914,183.93420000000003,,85.79309242159194,9.230393010246537
TSLA,2023-06-12 04:00:00+00:00,247.94,250.97,244.59,249.83,150748668.0,1493211.0,247.942053,185.0252,,86.9013643291089,9.040364938086071
TSLA,2023-06-13 04:00:00+00:00,253.51,259.68,251.34,258.71,162430817.0,1661007.0,255.96177,186.05020000000005,,88.48356847737202,9.098196013937065
TSLA,2023-06-14 04:00:00+00:00,260.17,261.57,250.5,256.79,170582046.0,1700385.0,257.011255,187.2906,,86.06295386673084,9.239039155798704
TSLA,2023-06-15 04:00:00+00:00,248.4,258.95,247.29,255.9,160243925.0,1650404.0,255.752484,188.557,,84.90347734159147,9.41196493038451
TSLA,2023-06-16 04:00:00+00:00,258.92,263.6,257.2091,260.54,167870859.0,1569918.0,260.634309,190.0574,,85.96509434826058,9.289681721071332
TSLA,2023-06-20 04:00:00+00:00,261.5,274.75,261.12,274.45,165715696.0,1713207.0,267.820148,191.8452,,88.56189619032628,9.641133026709094
TSLA,2023-06-21 04:00:00+00:00,275.13,276.99,257.78,259.46,211873265.0,2159676.0,265.140639,193.3442,,72.90677638938355,10.324623524801304
TSLA,2023-06-22 04:00:00+00:00,250.77,265.0,248.25,264.61,166930967.0,1730686.0,260.079305,194.9006,,74.56998377780785,10.783578987315495
TSLA,2023-06-23 04:00:00+00:00,259.29,262.45,252.8,256.6,177677228.0,1712271.0,257.731634,196.4218,,67.61728486678494,10.856894773935817
TSLA,2023-06-26 04:00:00+00:00,250.065,258.37,240.7,241.05,180148413.0,1938824.0,248.494428,197.5248,,56.58696012437581,11.343545147226118
TSLA,2023-06-27 04:00:00+00:00,243.24,250.3899,240.85,250.21,165118461.0,1623441.0,246.092118,198.829,,60.65826685020179,11.214713350995682
TSLA,2023-06-28 04:00:00+00:00,249.7,259.88,248.89,256.24,159844461.0,1545231.0,255.914952,200.213,,63.11082381803479,11.198662397353134
TSLA,2023-06-29 04:00:00+00:00,258.03,260.74,253.61,257.5,131283361.0,1320691.0,256.804454,201.67680000000001,,63.62115538619717,10.908043654685052
TSLA,2023-06-30 04:00:00+00:00,260.6,264.45,259.89,261.77,111804671.0,1179792.0,262.814571,203.30040000000002,,65.36960428814533,10.625326250778976
TSLA,2023-07-03 04:00:00+00:00,276.49,284.25,275.11,279.82,119592488.0,1446455.0,279.563542,205.637,,71.58637326046141,11.472088661437622
TSLA,2023-07-05 04:00:00+00:00,278.82,283.85,277.6,282.48,131586954.0,1350154.0,280.569691,207.98499999999999,,72.37346050893828,11.099082328477792
TSLA,2023-07-06 04:00:00+00:00,278.09,279.97,272.88,276.54,120745103.0,1301843.0,276.443874,210.2648,,67.85327253433218,10.992005019300809
TSLA,2023-07-07 04:00:00+00:00,278.43,280.78,273.77,274.43,113879175.0,1204968.0,277.553967,212.54000000000002,,66.26993183833622,10.70757608935075
TSLA,2023-07-10 04:00:00+00:00,276.47,277.52,265.1,269.61,119453341.0,1361292.0,269.875537,214.8572,,62.672207889086884,10.82989208296855
TSLA,2023-07-11 04:00:00+00:00,268.65,270.9,266.37,269.79,91990575.0,1022899.0,268.482131,217.0492,,62.75352961499489,10.379899791327938
TSLA,2023-07-12 04:00:00+00:00,276.325,276.52,271.46,271.99,95701451.0,1031260.0,273.439018,219.2028,,63.79181304361259,10.11919266337594
TSLA,2023-07-13 04:00:00+00:00,274.59,279.45,270.6,277.9,112695960.0,1143574.0,274.737269,221.52419999999998,,66.49392787574216,10.02853604456337
TSLA,2023-07-14 04:00:00+00:00,277.01,285.3,276.31,281.38,120091488.0,1267639.0,280.723935,223.94559999999998,,68.0078944696822,9.95435489852313
TSLA,2023-07-17 04:00:00+00:00,286.625,292.23,283.57,290.38,131642475.0,1503496.0,288.111852,226.541,,71.58395129097809,10.018329548628623
TSLA,2023-07-18 04:00:00+00:00,290.15,295.26,286.01,293.34,112465031.0,1261573.0,290.058235,229.18380000000002,,72.66612427479227,9.963448866583722
TSLA,2023-07-19 04:00:00+00:00,296.04,299.29,289.5201,291.26,143260902.0,1800293.0,295.046634,231.6078,,70.63057304839823,9.949623947542028
TSLA,2023-07-20 04:00:00+00:00,279.56,280.93,261.2,262.9,175314537.0,2370073.0,269.60718,233.43,,50.04582798448386,11.386079379860455
TSLA,2023-07-21 04:00:00+00:00,268.0,268.0,255.8,260.02,162417593.0,1641747.0,261.804469,235.2474,,48.49998523289238,11.444216567013278
TSLA,2023-07-24 04:00:00+00:00,255.85,269.85,254.12,269.06,137060400.0,1547085.0,264.288235,237.2578,,53.36891572844658,11.750343955083759
TSLA,2023-07-25 04:00:00+00:00,272.38,272.9,265.0,265.28,112797579.0,1254555.0,268.508606,239.1218,,51.189619941396586,11.47531938686349
TSLA,2023-07-26 04:00:00+00:00,263.25,268.04,261.75,264.35,95887686.0,983841.0,264.829438,241.04920000000004,,50.64170648866328,11.104939430658957
TSLA,2023-07-27 04:00:00+00:00,268.31,269.13,255.3,255.71,103754401.0,1206919.0,262.885755,242.83640000000003,,45.74311451129102,11.299586614183315
TSLA,2023-07-28 04:00:00+00:00,259.86,267.25,258.2312,266.44,111446027.0,1121339.0,264.348289,244.83480000000003,,51.95827301476779,11.316758998884506
TSLA,2023-07-31 04:00:00+00:00,267.48,269.08,263.78,267.43,84605432.0,1000450.0,266.638517,246.7062,,52.49892886594102,10.886990498964186
TSLA,2023-08-01 04:00:00+00:00,266.26,266.47,260.25,261.07,83728932.0,989391.0,262.362367,248.38979999999998,,48.70667515075349,10.622205463323889
TSLA,2023-08-02 04:00:00+00:00,255.57,259.52,250.49,254.11,101804109.0,1222360.0,254.711919,249.86919999999998,,44.885557789858574,10.619190787372183
TSLA,2023-08-03 04:00:00+00:00,252.04,260.49,252.0,259.32,97886224.0,1030220.0,256.81524,251.27819999999997,,48.163850961911706,10.467105731131314
TSLA,2023-08-04 04:00:00+00:00,260.97,264.77,253.11,253.86,99539908.0,1052952.0,258.21683,252.64,,45.13397035875797,10.552312464621933
TSLA,2023-08-07 04:00:00+00:00,251.45,253.6511,242.76,251.45,111121391.0,1358005.0,247.729881,254.011,,43.82351977068584,10.591433002863225
TSLA,2023-08-08 04:00:00+00:00,247.45,250.92,245.01,249.7,96661635.0,1030079.0,248.577949,255.3156,,42.85059413214565,10.294902074087279
TSLA,2023-08-09 04:00:00+00:00,250.87,251.1,241.9,242.19,101635663.0,1078830.0,245.208822,256.296,,38.86313041850688,10.216694783081044
TSLA,2023-08-10 04:00:00+00:00,245.4,251.8,243.0,245.34,109519642.0,1138934.0,246.972238,257.1796,,41.329264738256825,10.1733594414324
TSLA,2023-08-11 04:00:00+00:00,241.77,243.79,238.02,242.65,99038644.0,1121628.0,241.466397,257.954,,39.85091156079895,9.969548052758658
TSLA,2023-08-14 04:00:00+00:00,235.7,240.66,233.75,239.76,98618323.0,1396846.0,237.921291,258.59880000000004,,38.26719521916364,9.893151763275897
TSLA,2023-08-15 04:00:00+00:00,238.73,240.5,232.61,232.96,88246178.0,1053546.0,235.167875,258.97860000000003,,34.7661956215692,9.750069494470475
TSLA,2023-08-16 04:00:00+00:00,228.02,233.97,225.38,225.6,112548579.0,1296486.0,229.305124,259.1384,,31.416001843901068,9.667207387722586
TSLA,2023-08-17 04:00:00+00:00,226.06,226.74,218.83,219.22,120776489.0,1322338.0,222.909044,259.0966,,28.823127837914388,9.54169257431383
TSLA,2023-08-18 04:00:00+00:00,214.12,217.58,212.36,215.49,136276586.0,1455662.0,215.324979,258.915,,27.39934573640235,9.350143104719983
TSLA,2023-08-21 04:00:00+00:00,221.5512,232.1343,220.58,231.28,135775026.0,1475613.0,227.60468,258.84340000000003,,40.74363404420901,9.871154311525698
TSLA,2023-08-22 04:00:00+00:00,240.25,240.82,229.55,233.19,130622922.0,1382016.0,234.321986,258.61920000000003,,42.12927192879701,9.971071860702432
TSLA,2023-08-23 04:00:00+00:00,229.34,238.98,229.29,236.86,101159557.0,1085857.0,235.103945,258.3598,,44.80024356929779,9.950995299223687
TSLA,2023-08-24 04:00:00+00:00,238.66,238.92,228.1801,230.04,99815698.0,1105418.0,231.826227,257.7864,,41.01210876935408,10.007345634993422
TSLA,2023-08-25 04:00:00+00:00,231.31,239.0,230.35,238.59,106612231.0,1174889.0,235.093977,257.4224,,47.05614468168612,9.932535232493892
TSLA,2023-08-28 04:00:00+00:00,242.58,244.38,235.35,238.82,107692662.0,1146637.0,238.48086,257.0808,,47.21283382929091,9.8680684301729
TSLA,2023-08-29 04:00:00+00:00,238.58,257.48,237.77,257.18,134104874.0,1418770.0,250.660318,257.0136,,57.91909729970497,10.571063542303406
TSLA,2023-08-30 04:00:00+00:00,254.2,260.51,250.59,256.9,122003655.0,1295488.0,255.905732,256.6626,,57.72680709855529,10.524559003567449
TSLA,2023-08-31 04:00:00+00:00,255.98,261.18,255.05,258.08,108876603.0,1067030.0,258.059429,256.635,,58.35430765464384,10.21066193188406
TSLA,2023-09-01 04:00:00+00:00,257.26,259.0794,242.01,245.01,132541641.0,1530009.0,248.083465,256.243,,49.576205843357414,10.700571793892344
TSLA,2023-09-05 04:00:00+00:00,245.0,258.0,244.86,256.49,129487693.0,1370470.0,253.843394,256.24080000000004,,55.85732869516341,10.874816665757175
TSLA,2023-09-06 04:00:00+00:00,255.135,255.39,245.06,251.92,117006956.0,1211279.0,249.462882,256.45820000000003,,53.02563273352181,10.914472618203092
TSLA,2023-09-07 04:00:00+00:00,245.07,252.81,243.265,251.49,115336750.0,1182303.0,248.264928,256.4838,,52.75463601691913,10.8166531454743
TSLA,2023-09-08 04:00:00+00:00,251.22,256.52,246.67,248.5,118559636.0,1195154.0,251.38487,256.329,,50.81010153664595,10.747606492226135
TSLA,2023-09-11 04:00:00+00:00,264.27,274.85,260.61,273.58,174749854.0,2044075.0,268.963787,256.6506,,63.09732789496179,11.86206317135284
TSLA,2023-09-12 04:00:00+00:00,270.76,278.39,266.6,267.48,136025998.0,1442298.0,271.596858,256.7648,,59.22250637953617,11.856915801970493
TSLA,2023-09-13 04:00:00+00:00,270.07,274.98,268.1,271.3,111716974.0,1171603.0,271.651246,256.5944,,60.84415066089109,11.545707530401172
TSLA,2023-09-14 04:00:00+00:00,271.32,276.7094,270.42,276.04,107771198.0,1158823.0,274.51174,256.4656,,62.81995804460841,11.170256992515375
TSLA,2023-09-15 04:00:00+00:00,277.55,278.98,271.0,274.39,133692313.0,1265828.0,274.274426,256.4226,,61.65369279535962,10.942381493049993
TSLA,2023-09-18 04:00:00+00:00,271.16,271.44,263.7601,265.28,101568477.0,1255543.0,266.701153,256.2396,,55.52449766870561,10.920061386403562
TSLA,2023-09-19 04:00:00+00:00,264.35,267.85,261.2,266.5,103715350.0,1070185.0,264.943835,256.1774,,56.15314765793286,10.615057001660453
TSLA,2023-09-20 04:00:00+00:00,267.04,273.93,262.4606,262.59,122540120.0,1271360.0,268.369202,256.0334,,53.54112377860211,10.67608150154185
TSLA,2023-09-21 04:00:00+00:00,257.85,260.86,254.21,255.7,120037067.0,1303664.0,257.525415,255.70759999999999,,49.19822580528855,10.512075680003145
TSLA,2023-09-22 04:00:00+00:00,257.4,257.7888,244.48,244.88,127524085.0,1375479.0,251.403626,255.0472,,43.26342959639695,10.711841702860061
